,emp_title,annual_income,homeownership
6399,project manager,34000.0,MORTGAGE
6400,assistant professor,112914.0,RENT
6401,hha,27500.0,RENT
6402,order processing,44000.0,RENT
6403,technician,150000.0,MORTGAGE
6404,investor relations ,95000.0,RENT
6405,sales representative,45000.0,RENT
6406,pilot,175000.0,RENT
6407,teacher,85000.0,OWN
6408,medical imagining manager,110000.0,MORTGAGE
6409,mechanic,65000.0,RENT
6410,it manager,100000.0,RENT
6411,principal,100000.0,MORTGAGE
6412,director of sales,110000.0,RENT
6413,er nurse - clinical trauma specialist,212500.0,MORTGAGE
6414,general manager,115000.0,OWN
6415,shipping and picking,41000.0,RENT
6416,driver,150000.0,MORTGAGE
6417,manager,50000.0,MORTGAGE
6418,sleep tech,83000.0,MORTGAGE
6419,senior customer service,72000.0,MORTGAGE
6420,mra,27000.0,RENT
6421,senior manager of prevention services,60000.0,RENT
6424,president,258000.0,MORTGAGE
6425,system administrator,72000.0,MORTGAGE
6426,train operator,85000.0,MORTGAGE
6427,cosmetologist,51000.0,RENT
6428,general manager,280000.0,MORTGAGE
6429,senior vice president,325000.0,MORTGAGE
6430,atc ,170000.0,RENT
6432,medical doctor,90000.0,OWN
6433,bdc manager,92000.0,OWN
6434,para professional,15000.0,OWN
6435,engineer,75000.0,MORTGAGE
6436,deliveries carrier,25500.0,OWN
6437,"creative director, owner",60000.0,RENT
6438,office manager,100000.0,MORTGAGE
6439,police officer ,67000.0,MORTGAGE
6440,manager,115000.0,RENT
6441,sr loan processor,80000.0,MORTGAGE
6442,technician,82000.0,OWN
6443,cook,81000.0,RENT
6444,principal internal auditor,150000.0,MORTGAGE
6445,pilot,70000.0,MORTGAGE
6446,software engineer,144000.0,MORTGAGE
6447,teacher,60000.0,MORTGAGE
6449,project manager,55000.0,MORTGAGE
6450,sports editor,111000.0,RENT
6451,adminiative asst,92000.0,MORTGAGE
6452,customer service manager ,65000.0,OWN
6453,it manager,110000.0,OWN
6454,operations manager,65000.0,MORTGAGE
6455,spray painter,65000.0,RENT
6456,quality team leader,131000.0,MORTGAGE
6457,driver,45000.0,RENT
6458,account executive,39442.0,RENT
6459,custodian,50000.0,RENT
6460,attorney owner,275000.0,MORTGAGE
6461,manager,45000.0,MORTGAGE
6462,medical records,40000.0,MORTGAGE
6463,agent,95000.0,MORTGAGE
6464,sales,82000.0,MORTGAGE
6466,design assistant,35000.0,RENT
6467,bus driver,65000.0,RENT
6470,attorney ,212000.0,MORTGAGE
6471,dept manager,53000.0,RENT
6472,accountant,60000.0,RENT
6473,operator ,40000.0,RENT
6474,sander,30000.0,RENT
6475,qa developer,189000.0,RENT
6476,office lead,80000.0,MORTGAGE
6477,designer,50000.0,MORTGAGE
6479,doorman ,55000.0,RENT
6480,public health sanitarian ii,80000.0,RENT
6481,national account executive ,125000.0,OWN
6483,teacher,34000.0,RENT
6485,sales,175000.0,MORTGAGE
6486,patron services,35000.0,RENT
6487,teacher ,62000.0,MORTGAGE
6488,tanker man ,70000.0,RENT
6489,registered nurse,69000.0,RENT
6490,correctional officer,120000.0,MORTGAGE
6491,real estate support staff,31680.0,MORTGAGE
6492,software engineer,80000.0,RENT
6493,principal consultant,132000.0,RENT
6494,insurance processor,33000.0,RENT
6495,foreman ,43260.0,MORTGAGE
6496,president,400000.0,MORTGAGE
6497,operations manager,95000.0,RENT
6498,warehouse manager,75000.0,OWN
6499,general manager,136000.0,MORTGAGE
6500,maintenance mechanic ,57000.0,MORTGAGE
6501,pressroom operator,35600.0,RENT
6502,sr principal consultant,194000.0,MORTGAGE
6503,wire technician ,60000.0,RENT
6504,fire fighter,65000.0,MORTGAGE
6505,americorp member,12000.0,RENT
6506,teacher,45000.0,MORTGAGE
6507,tax clerk,32000.0,RENT
6508,svp operations ,260000.0,MORTGAGE
6509,agent,12000.0,MORTGAGE
6510,project manager,125000.0,MORTGAGE
6511,seafood clerk,22000.0,RENT
6512,project manager,102000.0,MORTGAGE
6513,manager,150000.0,MORTGAGE
6514,certification clerk,31500.0,MORTGAGE
6515,bartender,100000.0,OWN
6516,aftermarket expeditor,109000.0,RENT
6518,cbp officer,97600.0,MORTGAGE
6519,owner,125000.0,MORTGAGE
6520,partner,100000.0,MORTGAGE
6521,shop manager,90000.0,RENT
6522,medical assistant,35000.0,OWN
6523,owner,35000.0,MORTGAGE
6524,deputy chief of police,98281.0,RENT
6525,driver,73000.0,RENT
6526,director transformation,150000.0,MORTGAGE
6527,ophthalmic technition,41600.0,MORTGAGE
6528,visual market manager,85000.0,MORTGAGE
6529,paralegal,45000.0,MORTGAGE
6530,partner,42000.0,OWN
6531,coordinator,34000.0,MORTGAGE
6532,assembly line,40000.0,RENT
6533,officer,110000.0,MORTGAGE
6534,senior business analyst,65500.0,RENT
6535,director of finance,166600.0,MORTGAGE
6536,process operator ,109000.0,MORTGAGE
6537,compliance coordinator ,90000.0,MORTGAGE
6538,professor,35000.0,RENT
6539,human resources generalist,48000.0,MORTGAGE
6541,accounting director ,80000.0,OWN
6542,fuel and lube technician ,60000.0,MORTGAGE
6543,rn/manager,112000.0,MORTGAGE
6544,cota,50000.0,RENT
6545,maintenance,20000.0,RENT
6546,dietary,20567.0,RENT
6547,teacher,26127.0,RENT
6548,owner,260000.0,RENT
6549,owner,80000.0,MORTGAGE
6550,aesthetican,57820.0,OWN
6551,cad manager,67000.0,MORTGAGE
6552,core layer ,49000.0,RENT
6553,outreach director/pastor,72000.0,RENT
6554,senior database administrator,120000.0,MORTGAGE
6555,ccht,300000.0,RENT
6556,patient coordinator,45000.0,MORTGAGE
6557,senior account analyst,80000.0,RENT
6558,admin,55000.0,MORTGAGE
6559,field tech,48500.0,MORTGAGE
6560,program manager,111996.0,MORTGAGE
6561,truck driver,50000.0,RENT
6562,braillist,85000.0,MORTGAGE
6563,technician ,65000.0,RENT
6564,x-ray technologist,79000.0,RENT
6566,owner,350000.0,MORTGAGE
6567,legal assistant,25000.0,MORTGAGE
6568,shuttle driver,40000.0,MORTGAGE
6569,product owner ,110000.0,RENT
6570,owner,75000.0,MORTGAGE
6571,maintenance ,55000.0,MORTGAGE
6572,sales,375000.0,RENT
6573,director of customer excellenc,107000.0,OWN
6575,air conditioning,25000.0,RENT
6576,office manager,25000.0,RENT
6577,project manager,110000.0,MORTGAGE
6579,director of pfs,79500.0,RENT
6580,accounting clerk ,35000.0,RENT
6581,director project management,190000.0,MORTGAGE
6582,night supervisor,63000.0,RENT
6583,driver,55000.0,MORTGAGE
6584,sale representative,54000.0,MORTGAGE
6585,consultant,100000.0,MORTGAGE
6586,owner,110000.0,MORTGAGE
6587,massage therapist,78000.0,RENT
6588,cook,31200.0,RENT
6589,sales,51000.0,RENT
6590,manager,40000.0,RENT
6591,account executive,105000.0,MORTGAGE
6592,legal assistant,70000.0,RENT
6593,technical design manager,150000.0,RENT
6594,creative executive,70000.0,RENT
6595,immigration enforcement agent,95000.0,RENT
6596,driver,70000.0,OWN
6597,speech language therapist,50000.0,MORTGAGE
6598,teacher,56000.0,RENT
6600,assistant manager,55000.0,MORTGAGE
6601,maintenance,44200.0,RENT
6602,minister of music & senior adults,46000.0,MORTGAGE
6603,rn,65000.0,OWN
6605,lpn,49000.0,RENT
6606,operating partner/general manager,66000.0,RENT
6607,developmental service worker,90000.0,OWN
6608,director of career services,48000.0,MORTGAGE
6609,instructor,50000.0,RENT
6610,officer ,52000.0,OWN
6611,finance manager,100000.0,MORTGAGE
6612,manager,71000.0,RENT
6613,manager ,85000.0,MORTGAGE
6614,home health aide,42500.0,RENT
6615,inside sales,45000.0,MORTGAGE
6616,driver,35000.0,MORTGAGE
6617,railroad engineer,170000.0,OWN
6618,executive producer,180000.0,RENT
6620,nanny/babysitter,31000.0,MORTGAGE
6622,front end loader,32000.0,MORTGAGE
6623,network manager,78000.0,MORTGAGE
6624,field supervisor,56000.0,OWN
6625,quality assurance,75000.0,MORTGAGE
6626,bartender,63000.0,RENT
6627,software engineer,76000.0,MORTGAGE
6628,sales,300000.0,MORTGAGE
6629,driver,60000.0,RENT
6630,journeyman mechanic,82000.0,MORTGAGE
6631,detailer,25000.0,RENT
6632,adjunct instructor (professor),55000.0,MORTGAGE
6633,chief operating officer,120000.0,RENT
6634,book keeper,75000.0,OWN
6635,production operator,60000.0,MORTGAGE
6636,backtender,72000.0,MORTGAGE
6637,optometrist,95000.0,MORTGAGE
6638,server,35200.0,RENT
6639,food associate,23000.0,RENT
6640,banker,180000.0,MORTGAGE
6641,supervisor ,91380.0,RENT
6642,manager,89000.0,OWN
6643,information systems manager,124000.0,MORTGAGE
6644,secretary,34000.0,MORTGAGE
6645,custodian 2,58000.0,MORTGAGE
6646,sr purchasing specialist,85800.0,MORTGAGE
6647,lvn,70000.0,RENT
6648,paramedic,50000.0,RENT
6649,server,90000.0,RENT
6650,truck driver,250000.0,RENT
6653,fulfillment,30000.0,RENT
6654,loan processor,40000.0,RENT
6655,manager,175000.0,MORTGAGE
6656,welder ,28000.0,RENT
6657,manager,60000.0,OWN
6658,cna,26500.0,OWN
6659,certified nursing assistsnt,25000.0,MORTGAGE
6660,pharmacist ,109000.0,MORTGAGE
6661,painter,55000.0,RENT
6662,project manager ,117650.0,MORTGAGE
6663,owner,49000.0,OWN
6664,senior controller,125000.0,MORTGAGE
6665,sales supervisor,54200.0,MORTGAGE
6666,actuary,120000.0,RENT
6667,general manager,80000.0,RENT
6668,record keeper,60000.0,RENT
6669,assistant section chief,83500.0,MORTGAGE
6670,staff field adjustor,82767.78,MORTGAGE
6671,teacher,94000.0,RENT
6673,electronic maintenance,62004.0,MORTGAGE
6674,table games dealer,55000.0,MORTGAGE
6675,dean of paraprofessionals,70000.0,RENT
6677,sales,39000.0,RENT
6678,truck driver ,98700.0,MORTGAGE
6679,administrative assistant,45000.0,RENT
6680,"owner, president",120000.0,MORTGAGE
6681,e-5 alims,68000.0,RENT
6682,pharmacy technician,31000.0,MORTGAGE
6683,contract admin,84000.0,RENT
6684,transmission operations coordinator,44600.0,OWN
6685,sales director,110000.0,MORTGAGE
6686,teacher,53500.0,MORTGAGE
6687,program manager,85000.0,MORTGAGE
6688,regional manager,90000.0,MORTGAGE
6689,revenue manager,83207.0,MORTGAGE
6690,certified nurse aide,40000.0,MORTGAGE
6691,driver,36144.0,RENT
6692,storemanager,106000.0,RENT
6693,aviator pilot,170000.0,MORTGAGE
6694,executive office administrator,43200.0,OWN
6695,deputy ,97000.0,MORTGAGE
6696,staff rn,82000.0,MORTGAGE
6697,director,102000.0,RENT
6698,electro-mechanical tech,45000.0,RENT
6699,management,75000.0,RENT
6700,licenced practical nurse,37000.0,MORTGAGE
6701,clinical coordinator,90000.0,RENT
6702,ops manager ,150000.0,MORTGAGE
6703,driver,34625.64,RENT
6704,deployment coordinator,120000.0,RENT
6705,intake coordinaor,45000.0,MORTGAGE
6706,lead engineer,136000.0,OWN
6707,customer service ,37000.0,RENT
6708,teacher,45000.0,RENT
6709,client service rep,52000.0,OWN
6711,vice president east coast closing,125000.0,MORTGAGE
6712,cjief officer,74620.0,OWN
6713,mortgage underwriter,125000.0,MORTGAGE
6714,director ,137000.0,MORTGAGE
6715,teller supervisor,36598.0,OWN
6716,receiving ,36000.0,MORTGAGE
6717,housekeeper,41000.0,RENT
6718,lvn,52000.0,OWN
6719,housekeeping,60000.0,RENT
6720,call center associate,12000.0,RENT
6722,sales account executive,45000.0,RENT
6723,ach operations,81000.0,RENT
6725,accounts receivable manager,65000.0,RENT
6726,nail specialist,24000.0,RENT
6727,assembly technician ,70000.0,MORTGAGE
6728,director of sales ,80000.0,MORTGAGE
6729,accountant ,51500.0,MORTGAGE
6730,enrollment compliance rep,36000.0,RENT
6731,systems engineer,103000.0,MORTGAGE
6732,teacher,45000.0,OWN
6733,senior associate,180000.0,MORTGAGE
6734,general manager,75000.0,MORTGAGE
6736,wholesale clerk,23000.0,RENT
6737,attorney,76000.0,OWN
6738,mail carrier,63000.0,MORTGAGE
6739,owner,50000.0,RENT
6740,rn,80000.0,MORTGAGE
6741,counselor,135000.0,MORTGAGE
6742,animal care technician,32844.0,RENT
6743,on-site manager,42000.0,RENT
6744,truck driver,93300.0,MORTGAGE
6745,medical director,240000.0,OWN
6746,it manager,93700.0,OWN
6747,communications operator,65000.0,RENT
6748,technician,50000.0,RENT
6749,control room operator ,110000.0,OWN
6750,driver,84000.0,OWN
6751,deputy cio/g6,254000.0,RENT
6752,manager,30000.0,OWN
6753,paralegal,48000.0,OWN
6754,escrow officer/branch manager,71000.0,RENT
6755,customer engineer,155000.0,MORTGAGE
6757,registered nurse,82000.0,RENT
6758,owner,90000.0,RENT
6759,assistant manager,50000.0,OWN
6761,collections,40000.0,RENT
6762,teacher,11000.0,RENT
6763,insurance rep,35000.0,RENT
6764,paralegal,89000.0,RENT
6766,project coordinator ,73000.0,RENT
6767,officer,70000.0,OWN
6768,credit specialist,36000.0,OWN
6769,organizer,43000.0,RENT
6770,owner,54100.0,MORTGAGE
6771,office manager,70000.0,MORTGAGE
6772,teacher,32500.0,RENT
6773,police officer,102000.0,MORTGAGE
6774,staff,16000.0,OWN
6776,it support analyst,38272.0,MORTGAGE
6777,staff financial analyst,78000.0,RENT
6778,solutions architect,153000.0,RENT
6780,veterinary technician ,71000.0,OWN
6781,network center tech,88000.0,MORTGAGE
6782,plumber ,40000.0,RENT
6783,management executive ,90000.0,OWN
6785,commercial manager,30000.0,MORTGAGE
6786,claims specialist ,70000.0,MORTGAGE
6787,support coordinator,71000.0,RENT
6789,hr supervisor,47000.0,MORTGAGE
6790,bakery manager ,65000.0,RENT
6791,software engineer,110000.0,RENT
6792,truck driver,80969.94,OWN
6793,logistics supervisor,60000.0,MORTGAGE
6794,industrial mechanic,63000.0,MORTGAGE
6795,customer technical support supervisor,56000.0,RENT
6796,office specialist ii,22568.0,MORTGAGE
6797,program coordinator,52250.0,MORTGAGE
6798,lease operator,61000.0,OWN
6799,owner,5000.0,MORTGAGE
6801,owner/retirement planning,30000.0,MORTGAGE
6802,international trip planner,75000.0,OWN
6804,executive vendor analyst ,50000.0,RENT
6805,house patient care manager,80000.0,MORTGAGE
6806,executive chef,55000.0,MORTGAGE
6808,receptionist,47000.0,RENT
6809,branch sales and service representative ,36420.0,OWN
6810,control room operator ,125000.0,RENT
6811,nurses aid,37000.0,MORTGAGE
6812,neighborhood & housing specialist,45000.0,RENT
6813,teacher,44000.0,MORTGAGE
6815,warranty admin,85000.0,RENT
6816,sales associate,20562.0,RENT
6817,owner / operator,60000.0,MORTGAGE
6818,operations manager,120000.0,MORTGAGE
6819,financial service represent ,65000.0,RENT
6820,conducter,80000.0,OWN
6821,owner,86000.0,OWN
6822,secretary/ treasurer,75000.0,MORTGAGE
6823,general manager,72000.0,MORTGAGE
6824,development specialist,40000.0,MORTGAGE
6825,teacher,43000.0,MORTGAGE
6826,senior associate engineer,80000.0,MORTGAGE
6827,owner - president,100000.0,MORTGAGE
6828,social media supervisor,74000.0,RENT
6830,teacher,39000.0,RENT
6831,vp of lending ,90000.0,MORTGAGE
6832,owner,145000.0,OWN
6833,master system tech,170000.0,RENT
6834,warehouse,65000.0,MORTGAGE
6835,journeyman wireman,122000.0,RENT
6836,production manager,32000.0,RENT
6837,licensed practical nurse,135000.0,RENT
6838,educator,48425.0,MORTGAGE
6839,support manager,108000.0,MORTGAGE
6840,technical manager,75000.0,MORTGAGE
6841,software engineer,126000.0,RENT
6842,campus supervisor,65000.0,MORTGAGE
6843,owner,110000.0,RENT
6844,comptroller,41900.0,RENT
6845,plumber,60000.0,OWN
6847,it specialist,100000.0,RENT
6848,operator,56000.0,RENT
6849,school nurse,73000.0,RENT
6850,supervisor,175000.0,OWN
6851,maintenance manager,50000.0,MORTGAGE
6852,senior vp,235000.0,MORTGAGE
6853,director,200000.0,MORTGAGE
6854,jewelry sales consultant ,25000.0,OWN
6855,ny district manager,100000.0,MORTGAGE
6856,pharmasist,110000.0,MORTGAGE
6857,collector,32000.0,RENT
6858,cdl-driver,40000.0,MORTGAGE
6859,director of case management ,63000.0,MORTGAGE
6862,program manager,80000.0,MORTGAGE
6863,outside sales rep,70000.0,MORTGAGE
6864,therapist,185000.0,OWN
6865,sr consultant,80000.0,MORTGAGE
6866,cook,30000.0,RENT
6867,teacher,120000.0,OWN
6868,lecturer,115000.0,MORTGAGE
6869,pipefitter,114000.0,MORTGAGE
6870,system/database administrator,100000.0,RENT
6871,account manager,137500.0,RENT
6872,owner,59819.97,RENT
6873,director,51000.0,MORTGAGE
6874,die maker,60000.0,RENT
6875,financial advisor,93000.0,RENT
6876,sales associate,120000.0,RENT
6877,machine operator ,47000.0,MORTGAGE
6878,data analyst,40000.0,RENT
6880,driver,22644.7,OWN
6881,commercial operations specialist,53000.0,OWN
6882,customer service rep,37000.0,RENT
6884,social worker ,36400.0,MORTGAGE
6885,director of nursing,147000.0,MORTGAGE
6886,manager,40000.0,RENT
6887,check in lead,40000.0,RENT
6888,supervisor,25500.0,RENT
6889,rn,73000.0,MORTGAGE
6890,teacher,75000.0,RENT
6891,truck driver,68000.0,OWN
6892,supervisor,46000.0,OWN
6893,hr generalist,55000.0,MORTGAGE
6894,lab tech,85000.0,OWN
6896,owner/president,150000.0,MORTGAGE
6897,labor foreman,57000.0,MORTGAGE
6898,car salesmam,52000.0,RENT
6899,consultant,100000.0,MORTGAGE
6901,teacher,47000.0,RENT
6902,paralegal,43000.0,RENT
6903,warehouseman,37000.0,OWN
6904,central supply clerk,35000.0,RENT
6905,administration,95000.0,RENT
6906,database administrator,100000.0,MORTGAGE
6907,manager,280000.0,OWN
6909,payroll mgr,52500.0,RENT
6910,quality manager,65000.0,MORTGAGE
6911,sales/collections,58000.0,RENT
6912,software engineer,84000.0,MORTGAGE
6913,physical therapist,102000.0,OWN
6914,asst finance director,84000.0,RENT
6915,assembly ,43000.0,MORTGAGE
6916,director,90000.0,MORTGAGE
6917,consultant,75400.0,RENT
6918,digital advertising associate,52000.0,RENT
6919,vp of sales,270000.0,OWN
6920,owner,35000.0,MORTGAGE
6921,physical therapist,65000.0,OWN
6922,office manager,41000.0,RENT
6923,bodyman,65000.0,OWN
6924,heavy equipment washing,30000.0,RENT
6925,sales manager,131000.0,MORTGAGE
6926,marketer,80000.0,MORTGAGE
6927,business analyst ,69800.0,MORTGAGE
6928,sales representative,45000.0,RENT
6929,deckhand ,55000.0,RENT
6930,teacher,32000.0,MORTGAGE
6931,inside account manager,83004.0,RENT
6932,teacher,150000.0,OWN
6933,teacher,45000.0,MORTGAGE
6934,hr specialist,58800.0,OWN
6935,pharmacy manager,189000.0,OWN
6936,letter carrier,65000.0,RENT
6937,operations manager,96355.33,MORTGAGE
6938,manager,65000.0,RENT
6939,sales,85000.0,OWN
6940,registered rn,109000.0,MORTGAGE
6941,asset protection,65000.0,MORTGAGE
6942,ownner,117000.0,MORTGAGE
6943,taxidriver,38000.0,RENT
6944,customer service manager,52540.0,MORTGAGE
6945,production associate ,31300.0,MORTGAGE
6946,regional credit lead,87276.0,MORTGAGE
6947,registered nurse,70000.0,RENT
6948,plant utilities engineer,80000.0,MORTGAGE
6949,laboror,18500.0,OWN
6951,city traffic engineer,122000.0,RENT
6952,land technician,65000.0,MORTGAGE
6953,technician ,34000.0,MORTGAGE
6954,driver,75000.0,OWN
